Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-06-20 00:00:00-04:00,545.1846744080477,546.1728290940441,540.1451096343368,541.2320556640625,9978500,0.0,0.0,0.0
2025-06-23 00:00:00-04:00,542.1608979485119,547.1412359311785,539.2853944850407,546.8052368164062,9820200,0.0,0.0,0.0
2025-06-24 00:00:00-04:00,550.5799932927674,553.7914958623559,549.7795904494493,552.813232421875,6770000,0.0,0.0,0.0
2025-06-25 00:00:00-04:00,553.8804767735297,554.3745541101757,551.7263068232141,553.0899047851562,16472300,0.0,0.0,0.0
2025-06-26 00:00:00-04:00,554.8686167149866,557.8626939332373,554.315252525122,557.4674682617188,6081400,0.0,0.0,0.0
2025-06-27 00:00:00-04:00,558.4160827965658,561.5979722630083,556.5386250715077,560.2343139648438,6056500,0.0,0.0,0.0
2025-06-30 00:00:00-04:00,562.5091169131081,564.1446301748515,560.40776610918,563.0344848632812,5750600,1.745,0.0,0.0
2025-07-01 00:00:00-04:00,561.5774139387802,563.7977046908436,560.8240880411046,562.7767944335938,7412700,0.0,0.0,0.0
2025-07-02 00:00:00-04:00,562.38023314898,565.3241448041769,561.8251605151165,565.2745361328125,6164000,0.0,0.0,0.0
2025-07-03 00:00:00-04:00,567.1479509325636,570.6072484185595,567.0984027576593,570.1611938476562,4837000,0.0,0.0,0.0
2025-07-07 00:00:00-04:00,567.9606701299001,568.5455079104005,562.9847998732964,565.5916748046875,6417800,0.0,0.0,0.0
2025-07-08 00:00:00-04:00,566.1270405013692,566.8010529755829,564.4716837722209,565.215087890625,6944600,0.0,0.0,0.0
2025-07-09 00:00:00-04:00,567.425518633757,569.2096764225231,565.7404571949959,568.5653686523438,7156500,0.0,0.0,0.0
2025-07-10 00:00:00-04:00,568.7339213326292,571.1920916153225,567.6634024521345,570.2305908203125,4961700,0.0,0.0,0.0
2025-07-11 00:00:00-04:00,567.4155848976424,569.328604199982,566.3450660476724,568.1787719726562,4428900,0.0,0.0,0.0
2025-07-14 00:00:00-04:00,567.8120199444716,569.6259428642626,566.553230157189,569.298828125,4747000,0.0,0.0,0.0
2025-07-15 00:00:00-04:00,571.7768551618074,572.0841264397172,566.8208277772086,566.8307495117188,5399000,0.0,0.0,0.0
2025-07-16 00:00:00-04:00,568.3572378881463,569.2096600685217,563.1731921667705,568.6942138671875,6141200,0.0,0.0,0.0
2025-07-17 00:00:00-04:00,568.971760331342,572.569840882386,568.7536636775687,572.1039428710938,6495300,0.0,0.0,0.0
2025-07-18 00:00:00-04:00,573.3826088460987,573.4123740499226,570.7757940746163,571.8462524414062,4262400,0.0,0.0,0.0
2025-07-21 00:00:00-04:00,572.8969532419156,575.4245757437644,572.5104290637369,572.8672485351562,5913800,0.0,0.0,0.0
2025-07-22 00:00:00-04:00,573.1943632998162,573.7494359770413,570.5775661793049,572.8672485351562,4767700,0.0,0.0,0.0
2025-07-23 00:00:00-04:00,575.4641700301397,577.8331656356169,573.7791086225254,577.7340087890625,4257300,0.0,0.0,0.0
2025-07-24 00:00:00-04:00,578.2098065386097,579.6073795862175,577.5952035088426,578.1304931640625,3840900,0.0,0.0,0.0
2025-07-25 00:00:00-04:00,578.6756617086899,580.8860305422963,578.457625545007,580.4301147460938,4210100,0.0,0.0,0.0
2025-07-28 00:00:00-04:00,580.8860809688624,581.3420573030288,579.1019230717017,580.2913818359375,4193100,0.0,0.0,0.0
2025-07-29 00:00:00-04:00,581.6591879658721,581.9169110619646,577.9917157104203,578.78466796875,5053400,0.0,0.0,0.0
2025-07-30 00:00:00-04:00,579.5181932590134,580.9951403038705,575.4443530875233,578.0809936523438,6974700,0.0,0.0,0.0
2025-07-31 00:00:00-04:00,582.6603858165989,582.9874400951104,574.7406630102008,575.9102783203125,7046800,0.0,0.0,0.0
2025-08-01 00:00:00-04:00,570.66670539018,570.6766271246124,564.2833397489643,566.4243774414062,8781300,0.0,0.0,0.0
2025-08-04 00:00:00-04:00,570.11164115375,575.1073555108563,570.0224665393055,575.0379638671875,6640100,0.0,0.0,0.0
2025-08-05 00:00:00-04:00,575.6822102161358,576.3859878879013,571.3308641281337,572.2724609375,4647400,0.0,0.0,0.0
2025-08-06 00:00:00-04:00,573.1645791162055,577.1492445769367,572.3319398787457,576.5247802734375,4545000,0.0,0.0,0.0
2025-08-07 00:00:00-04:00,579.726327867841,580.3706356109889,573.2240225226957,576.1777954101562,4594300,0.0,0.0,0.0
2025-08-08 00:00:00-04:00,577.8033991228041,581.0148951756205,577.4762843771637,580.5886840820312,4342300,0.0,0.0,0.0
2025-08-11 00:00:00-04:00,580.8761779445863,582.1944376774672,578.3089291256416,579.3992309570312,5373900,0.0,0.0,0.0
2025-08-12 00:00:00-04:00,581.5898244353438,585.7628213504628,580.2814259215887,585.5844116210938,5851900,0.0,0.0,0.0
2025-08-13 00:00:00-04:00,587.6460036717156,588.8057575184446,585.6140447541314,587.626220703125,5393000,0.0,0.0,0.0
2025-08-14 00:00:00-04:00,585.7231500362158,588.2903989571143,585.3068606565832,587.6361694335938,6236700,0.0,0.0,0.0
2025-08-15 00:00:00-04:00,588.6372704049,588.7265055171714,585.4654007769201,586.367431640625,7196300,0.0,0.0,0.0
2025-08-18 00:00:00-04:00,585.7825778115737,586.8134701991173,585.1581135378514,586.1592407226562,5311700,0.0,0.0,0.0
2025-08-19 00:00:00-04:00,586.0501976354727,586.9125415007913,581.7781047457945,582.9576416015625,6739300,0.0,0.0,0.0
2025-08-20 00:00:00-04:00,582.6404890609169,582.8288205214969,576.7328826381186,581.4213256835938,7113600,0.0,0.0,0.0
2025-08-21 00:00:00-04:00,579.7857607341109,581.3023340179942,577.525843907102,579.131591796875,4807300,0.0,0.0,0.0
2025-08-22 00:00:00-04:00,581.1140130161294,589.0932044386129,580.6878019511486,587.9929809570312,6389300,0.0,0.0,0.0
2025-08-25 00:00:00-04:00,586.8432302381998,588.0128455203388,585.3564219221677,585.505126953125,6483000,0.0,0.0,0.0
2025-08-26 00:00:00-04:00,585.187875981241,588.2110404915132,584.6030381488821,587.8442993164062,4776600,0.0,0.0,0.0
2025-08-27 00:00:00-04:00,587.309128577012,589.9060822636886,587.2298151939054,589.1923828125,6171400,0.0,0.0,0.0
2025-08-28 00:00:00-04:00,589.8366657027772,591.8190767080134,588.0525078977411,591.27392578125,5058700,0.0,0.0,0.0
2025-08-29 00:00:00-04:00,590.0051128603625,590.3123841249704,586.0502128584033,587.8641357421875,7512000,0.0,0.0,0.0
2025-09-02 00:00:00-04:00,580.9058133237984,583.6217063419697,578.5368179837478,583.5325317382812,11116700,0.0,0.0,0.0
2025-09-03 00:00:00-04:00,585.614081917551,587.0215766987938,583.6019663392423,586.5160522460938,8205900,0.0,0.0,0.0
2025-09-04 00:00:00-04:00,587.2594397741676,591.5216714326083,586.3970959079976,591.34326171875,8045600,0.0,0.0,0.0
2025-09-05 00:00:00-04:00,593.6428131188092,594.3267472804405,586.2484593840697,589.7276000976562,6641500,0.0,0.0,0.0
2025-09-08 00:00:00-04:00,591.0657578877923,592.1560597543082,589.7970462884857,591.2540893554688,9472200,0.0,0.0,0.0
2025-09-09 00:00:00-04:00,591.3631032157169,593.1076345883802,589.7771986033229,592.6913452148438,7844800,0.0,0.0,0.0
2025-09-10 00:00:00-04:00,595.6352131132647,596.457930646808,592.899476157104,594.4061279296875,21641100,0.0,0.0,0.0
2025-09-11 00:00:00-04:00,596.1407130220641,599.9072817997485,595.6054838346989,599.2531127929688,9109700,0.0,0.0,0.0
2025-09-12 00:00:00-04:00,599.2729115553343,600.6506411105012,598.638525566862,599.1242065429688,8130500,0.0,0.0,0.0
2025-09-15 00:00:00-04:00,601.1363762022913,602.4249917631229,600.8687918536735,602.24658203125,7710700,0.0,0.0,0.0
2025-09-16 00:00:00-04:00,602.8114377427064,603.0691608214436,600.729930642464,601.4534912109375,6393200,0.0,0.0,0.0
2025-09-17 00:00:00-04:00,601.5031086362361,602.9799949953286,596.2595933767215,600.7597045898438,11613600,0.0,0.0,0.0
2025-09-18 00:00:00-04:00,603.1980101163041,605.9337465914036,601.7310455420402,603.5845947265625,11057500,0.0,0.0,0.0
2025-09-19 00:00:00-04:00,605.2498869992692,607.2818461391039,603.4954339354288,606.3997192382812,6065700,0.0,0.0,0.0
2025-09-22 00:00:00-04:00,605.1507532825017,609.8093703647636,605.1408315485464,609.3534545898438,11583800,0.0,0.0,0.0
2025-09-23 00:00:00-04:00,609.3039079167181,609.849058800198,604.972345054062,606.1617431640625,10753000,0.0,0.0,0.0
2025-09-24 00:00:00-04:00,607.2421873078496,607.3512053855185,602.8412327795328,604.1397094726562,23787300,0.0,0.0,0.0
2025-09-25 00:00:00-04:00,601.2850147614307,602.5834914151789,598.043753744741,601.2553100585938,6965700,0.0,0.0,0.0
2025-09-26 00:00:00-04:00,602.6826115278622,605.3291128443983,601.235429952988,604.7938232421875,6438600,0.0,0.0,0.0
2025-09-29 00:00:00-04:00,607.1498142748059,608.0345246465214,604.8535837551024,606.4937744140625,5658800,1.74,0.0,0.0
2025-09-30 00:00:00-04:00,605.7979159354161,609.2074665640926,604.6448559909707,608.7303466796875,6515700,0.0,0.0,0.0
2025-10-01 00:00:00-04:00,606.0663167201345,611.7224078350231,605.9370866415643,610.9072875976562,10020000,0.0,0.0,0.0
2025-10-02 00:00:00-04:00,612.7363119253488,612.8059020220676,609.366561653458,611.583251953125,7139500,0.0,0.0,0.0
2025-10-03 00:00:00-04:00,612.2790238815379,614.7342738550001,610.6288833068066,611.6328735351562,7210700,0.0,0.0,0.0
2025-10-06 00:00:00-04:00,613.7800989709996,614.5952192358031,611.811858069586,613.720458984375,6056400,0.0,0.0,0.0
2025-10-07 00:00:00-04:00,614.6150698192058,615.052449952773,610.1617889475402,611.5335693359375,7466300,0.0,0.0,0.0
2025-10-08 00:00:00-04:00,612.5474243376465,615.2115054706356,611.7920047478754,615.082275390625,5035200,0.0,0.0,0.0
2025-10-09 00:00:00-04:00,615.5394906452223,615.8973912257493,611.6130804113881,613.4221801757812,5898500,0.0,0.0,0.0
2025-10-10 00:00:00-04:00,614.3068946217413,615.9072847855525,596.6527309298096,596.9310913085938,13664200,0.0,0.0,0.0
2025-10-13 00:00:00-04:00,603.750227203237,607.3884485268497,602.9649572403994,605.9768676757812,6968400,0.0,0.0,0.0
2025-10-14 00:00:00-04:00,600.599077642172,608.4917589504126,596.9310670198112,605.1219482421875,7493500,0.0,0.0,0.0
2025-10-15 00:00:00-04:00,609.4162512810436,612.5375521653754,602.209459611245,607.7860107421875,6504900,0.0,0.0,0.0
2025-10-16 00:00:00-04:00,609.4559612838597,611.1358916179069,600.5394499756538,603.7700805664062,7594800,0.0,0.0,0.0
2025-10-17 00:00:00-04:00,602.7263544728665,608.3724954618767,601.4936936753926,607.1199951171875,6911000,0.0,0.0,0.0
2025-10-20 00:00:00-04:00,609.8535998943682,614.3267806996383,609.8535998943682,613.4917602539062,4086200,0.0,0.0,0.0
2025-10-21 00:00:00-04:00,613.6508524205653,615.0524224043328,612.3088617504234,613.4122924804688,4216200,0.0,0.0,0.0
2025-10-22 00:00:00-04:00,614.1478934561385,614.1478934561385,606.1955716010244,610.3108520507812,6961600,0.0,0.0,0.0
2025-10-23 00:00:00-04:00,610.5892021578989,614.7840227435737,610.3307419945351,613.7601928710938,5851800,0.0,0.0,0.0
2025-10-24 00:00:00-04:00,618.2134714925842,620.0723218348116,617.50774177195,618.8397216796875,5694900,0.0,0.0,0.0
2025-10-27 00:00:00-04:00,623.998820641968,626.5336111606823,623.422260305451,626.245361328125,7804300,0.0,0.0,0.0
2025-10-28 00:00:00-04:00,627.9451321516672,629.6151123421238,625.8874617371589,627.9252319335938,5625600,0.0,0.0,0.0
2025-10-29 00:00:00-04:00,629.4362161783326,630.3507161733162,624.1280148208657,628.1837158203125,6104500,0.0,0.0,0.0
2025-10-30 00:00:00-04:00,625.0624025949658,626.8715630015012,621.37449168879,621.513671875,6243300,0.0,0.0,0.0
2025-10-31 00:00:00-04:00,626.0862784539568,626.185658200983,620.7780773263205,623.3029174804688,7058600,0.0,0.0,0.0
2025-11-03 00:00:00-05:00,626.6628459645905,626.7821259425053,621.4341844708481,624.5256958007812,5568100,0.0,0.0,0.0
2025-11-04 00:00:00-05:00,617.9451019594076,621.4440821352898,616.5037315646089,617.2890014648438,8390500,0.0,0.0,0.0
2025-11-05 00:00:00-05:00,616.8914580995074,622.2691890925746,616.1359778110763,619.1478881835938,10323100,0.0,0.0,0.0
2025-11-06 00:00:00-05:00,618.2532632578175,619.0782729385742,611.1558016844767,612.5673217773438,7099400,0.0,0.0,0.0
2025-11-07 00:00:00-05:00,610.430139668182,613.3426700140377,604.2968682868144,613.2134399414062,7571300,0.0,0.0,0.0
2025-11-10 00:00:00-05:00,618.978887759439,623.471968828887,616.9609570533538,622.736328125,8425000,0.0,0.0,0.0
2025-11-11 00:00:00-05:00,621.4341141937292,624.7442848850294,620.350644404964,624.167724609375,5639200,0.0,0.0,0.0
2025-11-12 00:00:00-05:00,625.8974219577688,626.016701925343,622.3685307909411,624.4758911132812,6090200,0.0,0.0,0.0
2025-11-13 00:00:00-05:00,621.9411061126289,622.2890565805263,612.8357247053674,614.306884765625,13065800,0.0,0.0,0.0
2025-11-14 00:00:00-05:00,608.1041066376015,617.517638430504,606.1955663967515,614.1478881835938,9681700,0.0,0.0,0.0
2025-11-17 00:00:00-05:00,612.070294809192,615.758205743299,605.1816035964019,608.392333984375,8902500,0.0,0.0,0.0
2025-11-18 00:00:00-05:00,605.0921052298838,607.8655161433646,599.4062245603055,603.3823852539062,8542600,0.0,0.0,0.0
2025-11-19 00:00:00-05:00,603.8992947215679,609.9132255284358,602.0602840309415,605.5692749023438,7449400,0.0,0.0,0.0
2025-11-20 00:00:00-05:00,615.0324802581875,617.4281509480406,595.787877897927,596.3843383789062,13985000,0.0,0.0,0.0
2025-11-21 00:00:00-05:00,598.6606652069587,607.3684664083013,594.8137347773977,602.3187255859375,9821400,0.0,0.0,0.0
2025-11-24 00:00:00-05:00,605.6488445902281,612.4182559523309,604.6845940432606,611.2750854492188,6242700,0.0,0.0,0.0
2025-11-25 00:00:00-05:00,611.1160371911918,618.0444679671622,607.34858616432,616.9609375,7389500,0.0,0.0,0.0
2025-11-26 00:00:00-05:00,619.3467132411256,623.0743641635969,618.5514931786121,621.2254638671875,5323200,0.0,0.0,0.0
2025-11-28 00:00:00-05:00,622.299034989577,624.8835153218425,621.9809348350611,624.664794921875,2953200,0.0,0.0,0.0
2025-12-01 00:00:00-05:00,620.4500625327584,624.2672036446949,620.3804724373059,621.7920532226562,9191600,0.0,0.0,0.0
2025-12-02 00:00:00-05:00,623.2731331150744,625.0226535116376,620.8973625613007,622.845703125,5280600,0.0,0.0,0.0
2025-12-03 00:00:00-05:00,622.0405235952942,626.0266343011092,621.2254033923623,625.0226440429688,6338400,0.0,0.0,0.0
2025-12-04 00:00:00-05:00,626.3745698838935,626.4242597607089,622.7462988053734,625.5494995117188,5147700,0.0,0.0,0.0
2025-12-05 00:00:00-05:00,626.5435531813158,629.2075737526369,625.728432901289,626.7224731445312,5693100,0.0,0.0,0.0
2025-12-08 00:00:00-05:00,627.5971969358177,627.7065267950836,622.9649963669528,624.8635864257812,6876700,0.0,0.0,0.0
2025-12-09 00:00:00-05:00,624.4361686223511,626.4540993605336,623.9192483009646,624.3566284179688,12849000,0.0,0.0,0.0
2025-12-10 00:00:00-05:00,623.889424685639,629.7343856259172,622.7363041347564,628.3923950195312,22457400,0.0,0.0,0.0
2025-12-11 00:00:00-05:00,626.245316610652,630.0922472732628,623.5316063201866,629.9332275390625,33921000,0.0,0.0,0.0
2025-12-12 00:00:00-05:00,629.0286232435809,629.6548734201248,620.7582015408516,623.1339721679688,8534700,0.0,0.0,0.0
2025-12-15 00:00:00-05:00,626.8019918458085,626.8019918458085,620.8477007005091,622.2294311523438,11337200,0.0,0.0,0.0
2025-12-16 00:00:00-05:00,620.8278078632031,622.487838044206,616.9510874043185,620.4898681640625,15819600,0.0,0.0,0.0
2025-12-17 00:00:00-05:00,621.4640174764938,621.9113477169055,613.4818452603641,613.6707153320312,21356900,0.0,0.0,0.0
2025-12-18 00:00:00-05:00,619.3366973848541,622.209487951944,616.8714972513377,618.3029174804688,37062400,0.0,0.0,0.0
2025-12-19 00:00:00-05:00,620.2611435501691,624.386434375836,620.1418635877716,623.81982421875,10487000,0.0,0.0,0.0
2025-12-22 00:00:00-05:00,626.9907948382787,628.2867528109041,625.8244935060131,627.7484130859375,9850100,1.771,0.0,0.0
2025-12-23 00:00:00-05:00,626.9609556499431,630.8885603281927,626.9409991129198,630.67919921875,13798500,0.0,0.0,0.0
2025-12-24 00:00:00-05:00,630.6791859839406,633.320871673865,630.54959018221,632.7825927734375,3275200,0.0,0.0,0.0
2025-12-26 00:00:00-05:00,633.1414510628205,634.0784956451618,631.8854061074372,632.8424072265625,3852100,0.0,0.0,0.0
2025-12-29 00:00:00-05:00,630.3103921839986,631.7956940140008,628.9646644322377,630.6094360351562,6579400,0.0,0.0,0.0
2025-12-30 00:00:00-05:00,630.2107087222766,631.2175403545457,629.423155625341,629.732177734375,4180400,0.0,0.0,0.0
2025-12-31 00:00:00-05:00,629.9515396635827,630.1509225120875,624.9672726664797,625.1566772460938,5556800,0.0,0.0,0.0
2026-01-02 00:00:00-05:00,628.6556005821125,629.6723496085568,623.2426942846066,626.3229370117188,11337000,0.0,0.0,0.0
2026-01-05 00:00:00-05:00,629.393290983123,632.0448941989613,629.2437386391077,630.4699096679688,16175600,0.0,0.0,0.0
2026-01-06 00:00:00-05:00,630.6492952152564,634.676560700582,630.5396559530523,634.2080688476562,8672000,0.0,0.0,0.0
2026-01-07 00:00:00-05:00,634.5769502621604,636.2117435867215,631.9352644321782,632.1744995117188,8820100,0.0,0.0,0.0
2026-01-08 00:00:00-05:00,631.4866273690646,633.1015248945556,630.2505389760319,632.0648193359375,9017400,0.0,0.0,0.0
2026-01-09 00:00:00-05:00,633.1514228551882,637.4279017776852,631.8056343411428,636.3014526367188,7864100,0.0,0.0,0.0
2026-01-12 00:00:00-05:00,633.1912813337509,638.1456132747566,633.1613465285859,637.3282470703125,7929800,0.0,0.0,0.0
2026-01-13 00:00:00-05:00,637.667171495868,638.1357242292579,633.8193319990434,636.0223999023438,8860000,0.0,0.0,0.0
2026-01-14 00:00:00-05:00,633.4903348185279,634.1183573055588,629.0144729471913,632.9420776367188,8683400,0.0,0.0,0.0
2026-01-15 00:00:00-05:00,636.7600192444881,637.5674680057444,633.6996722290087,634.6167602539062,6937000,0.0,0.0,0.0
2026-01-16 00:00:00-05:00,635.9526119524139,636.5008691494698,632.6829036215094,634.0885009765625,6733700,0.0,0.0,0.0
2026-01-20 00:00:00-05:00,624.7878350890451,627.7783952333785,620.262081797702,621.189208984375,14877600,0.0,0.0,0.0
2026-01-21 00:00:00-05:00,623.0533256649838,631.4069619456919,621.6876413873049,628.3067016601562,10403800,0.0,0.0,0.0
2026-01-22 00:00:00-05:00,632.4336342193808,633.6198920846093,629.7620746664077,631.5763549804688,6085500,0.0,0.0,0.0
2026-01-23 00:00:00-05:00,630.8885484448035,633.4703645304628,629.9813778307397,631.8355712890625,5850400,0.0,0.0,0.0
2026-01-26 00:00:00-05:00,633.0318116823709,636.3812243340543,632.5234067392744,635.0853271484375,9007400,0.0,0.0,0.0
2026-01-27 00:00:00-05:00,636.4110713160646,638.5842042244849,635.8628141657504,637.6870727539062,4339600,0.0,0.0,0.0
2026-01-28 00:00:00-05:00,639.032851924327,639.7904702337662,636.2117398014742,637.58740234375,5568700,0.0,0.0,0.0
2026-01-29 00:00:00-05:00,638.4147731092087,639.0228390403352,627.8381738425048,636.2615966796875,8697200,0.0,0.0,0.0
2026-01-30 00:00:00-05:00,634.2479523837117,636.4410419515368,629.9614950902494,634.218017578125,6562300,0.0,0.0,0.0
2026-02-02 00:00:00-05:00,632.1844210853287,638.9431156917317,632.0747818242223,637.6671142578125,9490300,0.0,0.0,0.0
2026-02-03 00:00:00-05:00,638.315148704146,638.9830234398476,627.1304220220587,632.1546020507812,9702800,0.0,0.0,0.0
2026-02-04 00:00:00-05:00,632.9321137380748,633.9189888563574,625.0270736799457,628.9247436523438,11322000,0.0,0.0,0.0
2026-02-05 00:00:00-05:00,624.269416268178,626.7715278478421,619.5443412444276,621.1392822265625,11714700,0.0,0.0,0.0
2026-02-06 00:00:00-05:00,624.7478791699393,634.7164123007573,624.2295568204432,633.2410888671875,12987900,0.0,0.0,0.0
2026-02-09 00:00:00-05:00,632.0747966164091,637.9761512786496,631.1177955185733,636.2216796875,8908500,0.0,0.0,0.0
2026-02-10 00:00:00-05:00,637.1288942681263,638.6042178247523,634.0785253093898,634.4373779296875,13645300,0.0,0.0,0.0
2026-02-11 00:00:00-05:00,638.4745826229479,639.1325398960017,631.8455444528879,634.3475952148438,5345000,0.0,0.0,0.0
2026-02-12 00:00:00-05:00,636.5008740941993,637.5077057629776,623.7909932456909,624.5186767578125,8951100,0.0,0.0,0.0
2026-02-13 00:00:00-05:00,624.9572716646039,629.1839201895053,621.1592627846891,624.9174194335938,9312800,0.0,0.0,0.0
2026-02-17 00:00:00-05:00,623.5716131766302,627.947813918952,619.5543258756086,626.013916015625,8718600,0.0,0.0,0.0
2026-02-18 00:00:00-05:00,627.1303817388545,631.8056262746594,626.0238891485947,629.1640014648438,9509200,0.0,0.0,0.0
2026-02-19 00:00:00-05:00,626.9709413081965,629.0942438607823,624.8376604869816,627.5491333007812,5212400,0.0,0.0,0.0
2026-02-20 00:00:00-05:00,625.5055037062776,632.5831988061159,625.0569683853632,632.0249633789062,7482000,0.0,0.0,0.0
2026-02-23 00:00:00-05:00,630.6194006833334,632.613107438793,623.781001114451,625.6550903320312,10868700,0.0,0.0,0.0
2026-02-24 00:00:00-05:00,625.1766274090892,631.0979389749934,623.4321339778913,630.220703125,6930300,0.0,0.0,0.0
2026-02-25 00:00:00-05:00,632.7726008854187,635.9924176365773,632.7426660811561,635.52392578125,12135200,0.0,0.0,0.0
2026-02-26 00:00:00-05:00,635.6435697985864,635.7631873344244,627.4494035350784,631.9552001953125,9497700,0.0,0.0,0.0
2026-02-27 00:00:00-05:00,626.2631440545715,629.7023003091678,624.9672468574614,629.0543212890625,10471100,0.0,0.0,0.0
2026-03-02 00:00:00-05:00,622.2259227981638,631.3471556958345,621.637752524395,629.2936401367188,9211400,0.0,0.0,0.0
2026-03-03 00:00:00-05:00,618.8565145092585,625.8145312957482,613.9420348844322,623.7510375976562,18493400,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,624.9472699077184,629.9714496087968,623.1031155924247,628.197021484375,13489800,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,625.316116623046,628.5160377831583,619.4446966266207,624.837646484375,12198800,0.0,0.0,0.0
2026-03-06 00:00:00-05:00,617.3911794080059,619.8633562416012,614.0616624542542,616.4840087890625,9739200,0.0,0.0,0.0
2026-03-09 00:00:00-04:00,610.931519267521,623.352333704435,607.2830628384654,621.8370971679688,13929200,0.0,0.0,0.0
2026-03-10 00:00:00-04:00,621.3586465715416,626.5223396993956,618.6771085868369,620.760498046875,15570400,0.0,0.0,0.0
2026-03-11 00:00:00-04:00,621.2389942063103,623.46195761512,617.3512419647918,620.0726928710938,6433300,0.0,0.0,0.0
2026-03-12 00:00:00-04:00,615.2778116016729,615.766320864175,610.492927564936,610.5726928710938,15487600,0.0,0.0,0.0
2026-03-13 00:00:00-04:00,613.6031176456171,616.3843775608374,606.336078290218,607.1734619140625,25527500,0.0,0.0,0.0
2026-03-16 00:00:00-04:00,612.7856587154628,616.1351321936789,611.6093790701457,613.2542114257812,8303200,0.0,0.0,0.0
2026-03-17 00:00:00-04:00,616.4241759669457,618.3182215917396,614.3308083547819,614.9488525390625,9941800,0.0,0.0,0.0
2026-03-18 00:00:00-04:00,612.755779321226,613.9520154926196,606.21642387312,606.4656372070312,14276900,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,602.238986682796,607.7715105075661,600.6439848455091,604.8407592773438,10271900,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,603.5248932500269,603.6943412769623,592.6990808864354,596.0584716796875,17685700,0.0,0.0,0.0
